ObID,HRI,HRL,LRI,LRL,Internals,Leaves,Height,Vertices,Size,Duration,RatioIL,MeanBar,StdBar,Beta1,Beta2,
1285,3,2,0,3,3,5,3,8,7,172.0,0.6,2.6,0.24,1.0,2.125,
348,1,0,0,2,1,2,1,3,2,17.0,0.5,1.0,0.0,0.0,1.0,
980,2,1,0,3,2,4,2,6,5,88.0,0.5,1.75,0.1875,0.5,2.0,
532,3,2,0,3,3,5,3,8,7,310.0,0.6,1.8,0.56,0.8333333333333333,2.375,
915,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
556,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
371,1,0,0,2,1,2,1,3,2,12.0,0.5,1.0,0.0,0.0,1.0,
250,1,0,1,1,2,1,2,3,2,18.0,2.0,2.0,0.0,1.0,0.5,
997,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
7,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
900,5,4,1,3,6,7,6,13,12,242.0,0.8571428571428571,3.2857142857142856,2.204081632653061,1.2333333333333332,2.5,
328,1,1,2,0,3,1,3,4,3,99.0,3.0,3.0,0.0,1.5,0.375,
103,3,2,1,3,4,5,3,9,8,65.0,0.8,1.6,0.64,0.8333333333333333,2.375,
661,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
294,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
898,1,1,1,0,2,1,2,3,2,4.0,2.0,2.0,0.0,1.0,0.5,
406,7,2,1,7,8,9,7,17,16,266.0,0.8888888888888888,3.5555555555555554,3.1358024691358026,1.1261904761904762,2.8984375,
921,1,1,0,4,1,5,1,6,5,119.0,0.2,1.0,0.0,0.0,2.5,
91,1,1,1,1,2,2,2,4,3,28.0,1.0,2.0,0.0,1.0,1.0,
645,7,3,1,8,8,11,5,19,18,401.0,0.7272727272727273,3.1818181818181817,1.0578512396694215,1.4333333333333333,3.78125,
477,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
496,1,1,0,1,1,2,1,3,2,50.0,0.5,1.0,0.0,0.0,1.0,
1224,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
860,3,1,1,5,4,6,3,10,9,204.0,0.6666666666666666,2.0,0.6666666666666666,1.1666666666666665,2.75,
643,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
193,2,1,1,3,3,4,3,7,6,162.0,0.75,2.0,0.5,0.8333333333333333,1.875,
751,1,1,0,3,1,4,1,5,4,84.0,0.25,1.0,0.0,0.0,2.0,
991,1,1,0,1,1,2,1,3,2,45.0,0.5,1.0,0.0,0.0,1.0,
47,2,2,1,0,3,2,3,5,4,33.0,1.5,2.5,0.25,1.0,0.875,
749,5,4,0,9,5,13,4,18,17,374.0,0.38461538461538464,2.230769230769231,1.1005917159763317,1.1666666666666665,5.5,
198,1,3,1,2,2,5,2,7,6,34.0,0.4,1.2,0.16,0.5,2.5,
1207,1,1,0,1,1,2,1,3,2,21.0,0.5,1.0,0.0,0.0,1.0,
1313,2,0,0,1,2,1,2,3,2,31.0,2.0,2.0,0.0,1.0,0.5,
425,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
728,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
744,7,2,0,13,7,15,4,22,21,265.0,0.4666666666666667,2.466666666666667,0.7822222222222223,1.6666666666666665,6.25,
329,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
673,1,0,2,1,3,1,3,4,3,152.0,3.0,3.0,0.0,1.5,0.375,
849,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
647,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
602,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
992,3,2,0,6,3,8,2,11,10,141.0,0.375,1.75,0.1875,0.6666666666666666,4.0,
1162,5,1,0,3,5,4,3,9,8,121.0,1.25,2.25,0.6875,1.0833333333333333,1.75,
734,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
261,5,1,0,4,5,5,3,10,9,251.0,1.0,1.8,0.9600000000000002,0.9,2.25,
1310,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
312,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
526,1,1,0,2,1,3,1,4,3,41.0,0.3333333333333333,1.0,0.0,0.0,1.5,
1221,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1070,2,5,1,8,3,13,2,16,15,423.0,0.23076923076923078,1.2307692307692308,0.1775147928994083,0.6666666666666666,6.5,
1155,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
567,4,2,0,1,4,3,3,7,6,45.0,1.3333333333333333,2.0,0.6666666666666666,0.8333333333333333,1.375,
839,2,1,0,0,2,1,2,3,2,33.0,2.0,2.0,0.0,1.0,0.5,
44,9,3,2,11,11,14,4,25,24,247.0,0.7857142857142857,3.0,0.7142857142857143,1.6714285714285713,5.25,
1256,2,1,0,2,2,3,2,5,4,59.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
521,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
763,2,0,0,1,2,1,2,3,2,3.0,2.0,2.0,0.0,1.0,0.5,
1222,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
195,3,0,2,4,5,4,3,9,8,85.0,1.25,2.75,0.1875,1.0833333333333333,1.625,
15,6,4,1,4,7,8,7,15,14,76.0,0.875,2.875,4.109375,1.1261904761904762,2.9609375,
631,7,3,1,8,8,11,5,19,18,147.0,0.7272727272727273,3.1818181818181817,0.8760330578512399,1.4333333333333333,3.90625,
1144,1,0,0,2,1,2,1,3,2,6.0,0.5,1.0,0.0,0.0,1.0,
1152,2,2,0,5,2,7,2,9,8,108.0,0.2857142857142857,1.2857142857142858,0.20408163265306126,0.5,3.5,
1288,2,1,0,5,2,6,2,8,7,264.0,0.3333333333333333,1.8333333333333333,0.13888888888888887,0.5,3.0,
894,2,0,0,2,2,2,2,4,3,126.0,1.0,2.0,0.0,1.0,1.0,
51,12,4,4,7,16,11,5,27,26,162.0,1.4545454545454546,3.3636363636363638,0.7768595041322314,2.223809523809524,3.65625,
38,7,1,1,10,8,11,4,19,18,296.0,0.7272727272727273,3.090909090909091,0.628099173553719,1.6833333333333333,4.0,
1265,13,9,0,4,13,13,7,26,25,334.0,1.0,5.153846153846154,1.6686390532544377,2.2023809523809526,2.171875,
186,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
315,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
478,4,2,0,2,4,4,4,8,7,254.0,1.0,2.75,1.6875,0.9166666666666665,1.5,
1015,2,0,0,2,2,2,2,4,3,9.0,1.0,1.5,0.25,0.5,1.0,
832,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
569,1,0,0,2,1,2,1,3,2,33.0,0.5,1.0,0.0,0.0,1.0,
1031,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
733,2,1,0,1,2,2,2,4,3,29.0,1.0,2.0,0.0,1.0,1.0,
609,1,1,0,2,1,3,1,4,3,8.0,0.3333333333333333,1.0,0.0,0.0,1.5,
122,37,17,6,36,43,53,8,96,95,420.0,0.8113207547169812,4.679245283018868,2.557493770024919,4.3155122655122655,11.546875,
747,2,1,0,0,2,1,2,3,2,10.0,2.0,2.0,0.0,1.0,0.5,
986,9,4,1,8,10,12,7,22,21,324.0,0.8333333333333334,3.5833333333333335,3.0763888888888897,1.6357142857142857,3.6796875,
1296,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
819,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
926,1,0,0,2,1,2,1,3,2,25.0,0.5,1.0,0.0,0.0,1.0,
58,9,7,1,10,10,17,6,27,26,245.0,0.5882352941176471,3.9411764705882355,1.9377162629757783,1.2496031746031748,4.59375,
837,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
467,5,2,2,3,7,5,6,12,11,245.0,1.4,4.6,1.8399999999999999,1.4833333333333332,1.0625,
1302,10,6,0,11,10,17,6,27,26,388.0,0.5882352941176471,3.588235294117647,2.59515570934256,1.635714285714286,5.03125,
416,1,0,0,2,1,2,1,3,2,9.0,0.5,1.0,0.0,0.0,1.0,
286,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
798,1,0,1,2,2,2,2,4,3,98.0,1.0,1.5,0.25,0.5,1.0,
848,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
948,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
452,1,3,1,2,2,5,2,7,6,133.0,0.4,1.2,0.16000000000000006,0.5,2.5,
1314,2,0,0,4,2,4,2,6,5,54.0,0.5,1.25,0.1875,0.5,2.0,
947,1,2,0,0,1,2,1,3,2,11.0,0.5,1.0,0.0,0.0,1.0,
1276,6,1,0,5,6,6,5,12,11,109.0,1.0,3.0,1.6666666666666667,1.2833333333333332,2.15625,
724,7,2,1,7,8,9,4,17,16,247.0,0.8888888888888888,2.3333333333333335,1.3333333333333335,1.35,3.75,
1164,1,0,1,1,2,1,2,3,2,134.0,2.0,2.0,0.0,1.0,0.5,
1082,2,1,0,1,2,2,2,4,3,28.0,1.0,1.5,0.25,0.5,1.0,
490,9,8,0,9,9,17,7,26,25,300.0,0.5294117647058824,3.7058823529411766,2.795847750865053,1.4595238095238094,4.890625,
585,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
399,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
700,3,1,0,3,3,4,2,7,6,118.0,0.75,2.0,0.0,0.6666666666666666,2.0,
946,2,2,0,0,2,2,2,4,3,118.0,1.0,1.5,0.25,0.5,1.0,
258,2,1,2,3,4,4,3,8,7,171.0,1.0,1.75,0.6875,0.8333333333333333,1.875,
1169,1,2,1,3,2,5,2,7,6,163.0,0.4,1.2,0.16,0.5,2.5,
23,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
668,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1268,3,3,0,6,3,9,3,12,11,99.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.8333333333333333,3.875,
825,1,1,0,1,1,2,1,3,2,17.0,0.5,1.0,0.0,0.0,1.0,
535,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
932,3,2,0,2,3,4,3,7,6,222.0,0.75,1.75,0.6875,0.8333333333333333,1.875,
213,6,4,2,3,8,7,5,15,14,206.0,1.1428571428571428,2.857142857142857,1.5510204081632655,1.4000000000000001,2.65625,
1088,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
562,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1059,2,0,0,1,2,1,2,3,2,28.0,2.0,2.0,0.0,1.0,0.5,
1032,4,4,1,5,5,9,3,14,13,153.0,0.5555555555555556,1.7777777777777777,0.3950617283950617,1.0833333333333333,4.375,
1275,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1170,1,2,0,0,1,2,1,3,2,15.0,0.5,1.0,0.0,0.0,1.0,
838,3,1,0,4,3,5,3,8,7,137.0,0.6,2.0,0.8,0.8333333333333333,2.25,
295,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1097,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
362,10,9,0,9,10,18,5,28,27,642.0,0.5555555555555556,3.0555555555555554,2.052469135802469,1.7666666666666668,6.375,
870,0,0,2,1,2,1,2,3,2,41.0,2.0,2.0,0.0,1.0,0.5,
530,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
685,2,0,0,2,2,2,2,4,3,59.0,1.0,1.5,0.25,0.5,1.0,
449,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
714,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
908,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
129,9,6,2,8,11,14,6,25,24,163.0,0.7857142857142857,4.571428571428571,1.2448979591836735,1.9666666666666668,2.9375,
1231,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
564,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1299,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
72,1,1,1,1,2,2,2,4,3,30.0,1.0,2.0,0.0,1.0,1.0,
1228,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
344,2,1,0,3,2,4,2,6,5,25.0,0.5,1.25,0.1875,0.5,2.0,
957,1,1,0,1,1,2,1,3,2,0.0,0.5,1.0,0.0,0.0,1.0,
916,2,0,0,5,2,5,2,7,6,88.0,0.4,1.4,0.24,0.5,2.5,
277,1,0,0,2,1,2,1,3,2,12.0,0.5,1.0,0.0,0.0,1.0,
524,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
659,4,1,3,2,7,3,6,10,9,380.0,2.3333333333333335,4.333333333333333,5.5555555555555545,1.2333333333333334,0.6875,
642,2,0,0,3,2,3,2,5,4,34.0,0.6666666666666666,2.0,0.0,1.0,1.5,
1107,7,5,0,5,7,10,4,17,16,254.0,0.7,2.9,0.6899999999999998,1.1833333333333333,3.75,
111,8,5,2,7,10,12,9,22,21,382.0,0.8333333333333334,5.166666666666667,5.8055555555555545,1.2912698412698411,2.587890625,
1158,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
527,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1216,2,3,0,3,2,6,2,8,7,89.0,0.3333333333333333,1.6666666666666667,0.22222222222222224,0.5,3.0,
379,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
500,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1100,4,1,0,4,4,5,3,9,8,142.0,0.8,2.4,0.24,0.8333333333333333,2.25,
252,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
554,1,0,0,2,1,2,1,3,2,28.0,0.5,1.0,0.0,0.0,1.0,
1105,0,1,1,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1245,2,3,0,3,2,6,2,8,7,166.0,0.3333333333333333,1.1666666666666667,0.1388888888888889,0.5,3.0,
86,1,1,1,2,2,3,2,5,4,17.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
167,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
621,2,0,0,3,2,3,2,5,4,30.0,0.6666666666666666,2.0,0.0,1.0,1.5,
754,1,1,1,1,2,2,2,4,3,23.0,1.0,1.5,0.25,0.5,1.0,
1078,2,0,0,1,2,1,2,3,2,23.0,2.0,2.0,0.0,1.0,0.5,
247,2,0,0,2,2,2,2,4,3,97.0,1.0,1.5,0.25,0.5,1.0,
954,1,2,0,0,1,2,1,3,2,29.0,0.5,1.0,0.0,0.0,1.0,
474,1,2,0,0,1,2,1,3,2,18.0,0.5,1.0,0.0,0.0,1.0,
396,1,1,1,0,2,1,2,3,2,54.0,2.0,2.0,0.0,1.0,0.5,
759,1,2,0,0,1,2,1,3,2,44.0,0.5,1.0,0.0,0.0,1.0,
692,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1247,1,1,0,1,1,2,1,3,2,122.0,0.5,1.0,0.0,0.0,1.0,
721,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
265,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
484,0,0,1,2,1,2,1,3,2,68.0,0.5,1.0,0.0,0.0,1.0,
1123,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
322,6,1,1,8,7,9,5,16,15,321.0,0.7777777777777778,5.0,0.0,1.4833333333333332,1.40625,
566,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
92,2,3,1,5,3,8,3,11,10,188.0,0.375,2.375,0.484375,0.8333333333333333,3.5,
808,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
534,1,0,0,2,1,2,1,3,2,1.0,0.5,1.0,0.0,0.0,1.0,
736,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
90,17,12,3,13,20,25,8,45,44,130.0,0.8,4.0,3.2,2.2147546897546904,6.921875,
105,2,2,1,3,3,5,3,8,7,41.0,0.6,2.2,0.15999999999999998,1.0,2.375,
1001,1,1,0,1,1,2,1,3,2,9.0,0.5,1.0,0.0,0.0,1.0,
1115,1,1,0,1,1,2,1,3,2,124.0,0.5,1.0,0.0,0.0,1.0,
1129,1,2,0,3,1,5,1,6,5,323.0,0.2,1.0,0.0,0.0,2.5,
592,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1118,2,2,0,1,2,3,2,5,4,51.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
1223,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
701,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
360,2,1,0,2,2,3,2,5,4,115.0,0.6666666666666666,1.6666666666666667,0.2222222222222222,0.5,1.5,
443,1,3,0,1,1,4,1,5,4,71.0,0.25,1.0,0.0,0.0,2.0,
201,1,0,1,1,2,1,2,3,2,86.0,2.0,2.0,0.0,1.0,0.5,
743,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1168,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
623,1,1,0,1,1,2,1,3,2,44.0,0.5,1.0,0.0,0.0,1.0,
1263,1,0,1,2,2,2,2,4,3,71.0,1.0,2.0,0.0,1.0,1.0,
45,2,2,1,2,3,4,3,7,6,56.0,0.75,2.25,0.6875,0.8333333333333333,1.75,
1175,13,7,2,10,15,17,8,32,31,473.0,0.8823529411764706,4.470588235294118,5.660899653979239,1.7702380952380952,4.28125,
939,2,1,1,3,3,4,3,7,6,141.0,0.75,2.0,0.5,0.8333333333333333,1.875,
806,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
732,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
745,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1034,2,1,0,2,2,3,2,5,4,137.0,0.6666666666666666,1.6666666666666667,0.2222222222222222,0.5,1.5,
941,1,2,0,1,1,3,1,4,3,23.0,0.3333333333333333,1.0,0.0,0.0,1.5,
12,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
519,1,1,0,1,1,2,1,3,2,102.0,0.5,1.0,0.0,0.0,1.0,
1160,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
573,11,5,0,17,11,22,5,33,32,762.0,0.5,3.5454545454545454,0.884297520661157,2.4333333333333336,6.75,
347,1,1,1,0,2,1,2,3,2,6.0,2.0,2.0,0.0,1.0,0.5,
476,2,0,2,1,4,1,4,5,4,57.0,4.0,4.0,0.0,1.8333333333333333,0.25,
545,3,3,1,2,4,5,3,9,8,181.0,0.8,3.0,0.0,1.1666666666666665,1.875,
981,15,3,1,8,16,11,7,27,26,182.0,1.4545454545454546,5.2727272727272725,1.6528925619834711,2.298809523809523,1.734375,
555,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
454,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1101,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
499,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
479,2,0,0,1,2,1,2,3,2,39.0,2.0,2.0,0.0,1.0,0.5,
877,1,1,0,1,1,2,1,3,2,18.0,0.5,1.0,0.0,0.0,1.0,
1148,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
666,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
995,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1240,2,1,0,1,2,2,2,4,3,41.0,1.0,1.5,0.25,0.5,1.0,
702,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
87,8,10,1,6,9,16,6,25,24,120.0,0.5625,3.4375,2.12109375,1.5999999999999999,5.40625,
610,2,1,0,3,2,4,2,6,5,198.0,0.5,1.25,0.1875,0.5,2.0,
667,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
943,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1065,1,1,0,1,1,2,1,3,2,3.0,0.5,1.0,0.0,0.0,1.0,
583,1,1,0,1,1,2,1,3,2,10.0,0.5,1.0,0.0,0.0,1.0,
77,3,4,1,1,4,5,3,9,8,67.0,0.8,2.0,0.4,0.8333333333333333,2.375,
786,2,2,0,1,2,3,2,5,4,90.0,0.6666666666666666,2.0,0.0,1.0,1.5,
999,2,2,0,2,2,4,2,6,5,85.0,0.5,1.5,0.25,0.5,2.0,
1180,8,6,2,12,10,18,8,28,27,276.0,0.5555555555555556,3.6666666666666665,4.4444444444444455,1.3329365079365079,5.609375,
1309,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
651,1,2,0,0,1,2,1,3,2,5.0,0.5,1.0,0.0,0.0,1.0,
652,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1121,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
888,0,0,1,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1045,6,4,0,12,6,16,4,22,21,539.0,0.375,2.375,0.734375,1.2333333333333332,7.0,
504,2,0,0,1,2,1,2,3,2,10.0,2.0,2.0,0.0,1.0,0.5,
264,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
662,6,7,1,12,7,19,4,26,25,339.0,0.3684210526315789,2.473684210526316,0.4598337950138506,1.1833333333333333,8.375,
1003,2,0,0,1,2,1,2,3,2,26.0,2.0,2.0,0.0,1.0,0.5,
964,7,1,1,4,8,5,8,13,12,254.0,1.6,6.4,0.6399999999999999,1.926190476190476,0.40625,
1238,2,1,0,1,2,2,2,4,3,55.0,1.0,1.5,0.25,0.5,1.0,
689,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
550,9,3,0,4,9,7,8,16,15,424.0,1.2857142857142858,4.714285714285714,6.775510204081633,1.4119047619047618,1.8671875,
522,2,0,0,2,2,2,2,4,3,146.0,1.0,1.5,0.25,0.5,1.0,
853,1,1,0,0,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
603,5,1,0,6,5,7,5,12,11,234.0,0.7142857142857143,3.4285714285714284,2.5306122448979593,1.0333333333333332,2.21875,
966,1,0,1,1,2,1,2,3,2,13.0,2.0,2.0,0.0,1.0,0.5,
1025,6,3,0,3,6,6,4,12,11,78.0,1.0,2.5,0.9166666666666666,0.9833333333333333,2.5,
688,2,1,1,1,3,2,3,5,4,43.0,1.5,2.5,0.25,1.0,0.875,
435,1,0,0,2,1,2,1,3,2,18.0,0.5,1.0,0.0,0.0,1.0,
1202,7,5,2,4,9,9,7,18,17,348.0,1.0,4.333333333333333,4.222222222222222,1.4595238095238097,2.0859375,
146,1,1,1,1,2,2,2,4,3,27.0,1.0,1.5,0.25,0.5,1.0,
489,5,5,1,5,6,10,4,16,15,330.0,0.6,2.8,0.5599999999999999,1.4166666666666665,4.0,
43,5,0,1,2,6,2,6,8,7,27.0,3.0,3.5,6.25,1.0666666666666667,0.59375,
409,2,0,0,1,2,1,2,3,2,30.0,2.0,2.0,0.0,1.0,0.5,
985,1,0,0,1,1,1,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,
1303,3,1,1,3,4,4,2,8,7,260.0,1.0,2.0,0.0,1.0,2.0,
976,2,2,0,1,2,3,2,5,4,98.0,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.5,1.5,
807,1,2,0,0,1,2,1,3,2,73.0,0.5,1.0,0.0,0.0,1.0,
1012,8,5,2,9,10,14,4,24,23,416.0,0.7142857142857143,2.2142857142857144,1.4540816326530612,1.5047619047619045,6.0,
13,8,10,2,8,10,18,4,28,27,299.0,0.5555555555555556,2.388888888888889,0.6820987654320987,1.7499999999999998,7.75,
104,6,3,2,9,8,12,5,20,19,163.0,0.6666666666666666,3.3333333333333335,1.0555555555555556,1.7333333333333332,4.0625,
